2024-10-02T11:47:09.332+05:30  INFO 7080 --- [iot--monitoring] [iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-consumer, groupId=iot--monitoring] Node -1 disconnected.
2024-10-02T11:47:09.333+05:30  WARN 7080 --- [iot--monitoring] [iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-consumer, groupId=iot--monitoring] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2024-10-02T11:47:09.333+05:30  WARN 7080 --- [iot--monitoring] [iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-consumer, groupId=iot--monitoring] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2024-10-02T11:47:09.641+05:30  INFO 7080 --- [iot--monitoring] [kafka-producer-network-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] org.apache.kafka.clients.NetworkClient   : [Producer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] Node -1 disconnected.
2024-10-02T11:47:09.641+05:30  WARN 7080 --- [iot--monitoring] [kafka-producer-network-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] org.apache.kafka.clients.NetworkClient   : [Producer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2024-10-02T11:47:09.641+05:30  WARN 7080 --- [iot--monitoring] [kafka-producer-network-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] org.apache.kafka.clients.NetworkClient   : [Producer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2024-10-02T11:47:09.692+05:30  INFO 7080 --- [iot--monitoring] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=consumer-iot-group-1, groupId=iot-group] Node -1 disconnected.
2024-10-02T11:47:09.693+05:30  WARN 7080 --- [iot--monitoring] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=consumer-iot-group-1, groupId=iot-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2024-10-02T11:47:09.693+05:30  WARN 7080 --- [iot--monitoring] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=consumer-iot-group-1, groupId=iot-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2024-10-02T11:47:09.978+05:30  INFO 7080 --- [iot--monitoring] [kafka-admin-client-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-admin] org.apache.kafka.clients.NetworkClient   : [AdminClient clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-admin] Node -1 disconnected.
2024-10-02T11:47:09.978+05:30  WARN 7080 --- [iot--monitoring] [kafka-admin-client-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-admin] org.apache.kafka.clients.NetworkClient   : [AdminClient clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-admin] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2024-10-02T11:47:10.343+05:30  INFO 7080 --- [iot--monitoring] [iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-consumer, groupId=iot--monitoring] Node -1 disconnected.
2024-10-02T11:47:10.343+05:30  WARN 7080 --- [iot--monitoring] [iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-consumer, groupId=iot--monitoring] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2024-10-02T11:47:10.343+05:30  WARN 7080 --- [iot--monitoring] [iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-consumer, groupId=iot--monitoring] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2024-10-02T11:47:10.595+05:30  INFO 7080 --- [iot--monitoring] [kafka-producer-network-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] org.apache.kafka.clients.NetworkClient   : [Producer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] Node -1 disconnected.
2024-10-02T11:47:10.595+05:30  WARN 7080 --- [iot--monitoring] [kafka-producer-network-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] org.apache.kafka.clients.NetworkClient   : [Producer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2024-10-02T11:47:10.595+05:30  WARN 7080 --- [iot--monitoring] [kafka-producer-network-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] org.apache.kafka.clients.NetworkClient   : [Producer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2024-10-02T11:47:10.691+05:30  INFO 7080 --- [iot--monitoring] [kafka-admin-client-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-admin] o.a.k.c.a.i.AdminMetadataManager         : [AdminClient clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-admin] Metadata update failed

org.apache.kafka.common.errors.TimeoutException: Timed out waiting for a node assignment. Call: fetchMetadata

2024-10-02T11:47:10.692+05:30  INFO 7080 --- [iot--monitoring] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=consumer-iot-group-1, groupId=iot-group] Node -1 disconnected.
2024-10-02T11:47:10.693+05:30  WARN 7080 --- [iot--monitoring] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=consumer-iot-group-1, groupId=iot-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2024-10-02T11:47:10.693+05:30  WARN 7080 --- [iot--monitoring] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=consumer-iot-group-1, groupId=iot-group] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2024-10-02T11:47:10.992+05:30  INFO 7080 --- [iot--monitoring] [kafka-admin-client-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-admin] org.apache.kafka.clients.NetworkClient   : [AdminClient clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-admin] Node -1 disconnected.
2024-10-02T11:47:10.992+05:30  WARN 7080 --- [iot--monitoring] [kafka-admin-client-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-admin] org.apache.kafka.clients.NetworkClient   : [AdminClient clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-admin] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2024-10-02T11:47:11.345+05:30  INFO 7080 --- [iot--monitoring] [iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-consumer, groupId=iot--monitoring] Node -1 disconnected.
2024-10-02T11:47:11.345+05:30  WARN 7080 --- [iot--monitoring] [iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-consumer, groupId=iot--monitoring] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2024-10-02T11:47:11.345+05:30  WARN 7080 --- [iot--monitoring] [iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-consumer, groupId=iot--monitoring] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2024-10-02T11:47:11.598+05:30  INFO 7080 --- [iot--monitoring] [kafka-producer-network-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] org.apache.kafka.clients.NetworkClient   : [Producer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] Node -1 disconnected.
2024-10-02T11:47:11.598+05:30  WARN 7080 --- [iot--monitoring] [kafka-producer-network-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] org.apache.kafka.clients.NetworkClient   : [Producer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
2024-10-02T11:47:11.598+05:30  WARN 7080 --- [iot--monitoring] [kafka-producer-network-thread | iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] org.apache.kafka.clients.NetworkClient   : [Producer clientId=iot--monitoring-cee7a9dd-e4d6-4572-b923-3953f6a87688-StreamThread-1-producer] Bootstrap broker localhost:9092 (id: -1 rack: null) disconnected
2024-10-02T11:47:11.693+05:30  INFO 7080 --- [iot--monitoring] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=consumer-iot-group-1, groupId=iot-group] Node -1 disconnected.
2024-10-02T11:47:11.693+05:30  WARN 7080 --- [iot--monitoring] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=consumer-iot-group-1, groupId=iot-group] Connection to node -1 (localhost/127.0.0.1:9092) could not be established. Node may not be available.
